generation,generation_size,num_times_read,participant_id,read_multiple_versions,replication,response
0,40,3,59,1,0,"Through history, most people didn't die from cancer or heart disease, common ailments that kill a majority of Westerns these days. People didn't live long enough to develop these diseases and instead died due to injuries, war, famine, and infections. It wasn't until a miracle of sorts occurred and penicillin was discovered in 1928 that saved a large amount of people. And now the opposite is happening: antibiotic use has become so prevalent, infections are becoming ""super"" and have much resistance to the use of antibiotics."
0,40,3,51,1,0,"Throughout history people didn't die of heart disease or cancer, the common lifestyle diseases of today. This is because they often didn't live long enough to develop them. People would die by being gored by an ox, being crushed my a machine of the industrial revolution, or more accurately, the infections caused by these injuries.
This all changed when Alexander Flemming discovered Penicillin in 1928. Using this drug, we were able to combat infections using bacteria's own biological mechanisms against them. In World War II it was used to treat pneumonia and sepsis and is thought to have saved the lives of over 10 percent of the allied forces.
Recently however, bacteria have been gaining resistance to many of the antibiotics we have used in the past. We have been leapfrogging, developing new antibiotics to use when the bacteria become resistant to old ones. It would be easy to assume that this is a problem only in developing countries, but it is also an enormous problem in the United States as well. A UK research firm has predicted that the worldwide deaths from antibiotic resistant bacterial infections could be as high as 10 million by 2050 if nothing is done to combat this epidemic.
There are some things that an individual can do to help slow the development of antibiotic resistant strains of bacteria. It is as simple as not using antibiotics for infections unless you are sure they are the correct one or not purchasing grocery products that have been produced with antibiotic treatments."
0,40,3,64,1,0,"Most old timey didn't die of cancer because they couldn't live long enough to get the cancer. In 1928, Alexander Felming discovered antibiotic that still used to in modern medications. But then people are dying again even with antibiotic because they eventually developed antibiotic resistance called ""superbugs"". We could slow down the antibiotic apocalypse by stop giving antibiotic to our kids or never again buying meat and seafood that grow with antibiotics."
0,40,3,70,1,0,People usally didnt live long enough in the past to develop diseases such as cancer because of the lifestyle the lived back then. Most of this injuries where caused by infection. In 1928 Alexander Fleming discovered penicillin which lead to improvement and further advancement into antibiotics and medicine.
0,40,3,82,1,0,"The number one cause of death wasn't heart disease in the past, it was getting gored by an ox, or being crush by a machine introduced in the industrial revolution. The cause of death from these was usually infection. Previously, an infection knocked out 12-15% of the Allied Forced. But then, penicilin was discovered and infections that would previously be a death sentence we now gone within days.

However, antibiotic overuse has caused bacteria to mutate and become resistant to drugs. Now, more people are dying from infections again because they can't be treated with traditional drugs anymore. Experts estimate that 10 million people will die from antibiotic resistant infections by 2050. 

Do your part by forgoing the antibiotics for your kid's ear infection and doesn't eat meat that has been raised with antibiotics. "
0,40,3,65,1,0,"Throughout history, most people did not die of heart disease or cancer. This was due to the fact that most people did not live long enough to develop these diseases. Instead, most people died from injuries; specifically, infections following injuries. This changed in 1928, when Alexander Fleming discovered penicillin, the first antibiotic. Penicillin was found to kill the bacteria within injuries, stopping infection in saving lives. This was a turning point in modern medicine. In fact, penicillin is believed to have saved 12-15% of Allied lives in World War II. However, infections are once more becoming a problem due antibiotic resistance. In a natural environment, bacteria compete for resources, often evolving to out-perform their competitors. This evolution often allows bacteria to change to such a degree that they become immune to known antibiotics. When our commonly-used antibiotics no longer work, there is no recourse for an infection and it often results in death. While this may seem like a rare occurrence, in fact, over 50,000 people die in the United States each year from untreatable infections due to antibiotic-resistant bacteria. If not dealt with, it is estimated that by 2050 over 10 million people will have died of similar infections, which is higher than the population of New York City. There are solutions, however, the main being the adoption of more judicious antibiotic use. That is, using them only when absolutely needed, and using the correct kind, as well as refraining from eating foods that used antibiotics during the growing phase. "
0,40,3,68,1,0,"Throughout history, most people didn't die of cancer or heart disease. Instead they died of injuries that grew infected.

This changed in 1928, when Alexander Fleming discovered penicillin. Penicillin could cure infections that would previously lead to death. It was so effective that it was estimated to have saved 12 to 15% of Allied Forces during World War II. However, now the golden age of anti-biotics is coming to an end.

After decades of anti-biotic use, bacteria are now growing increasingly resistant to anti-biotics. As a result, the number of people dying from infections is increasing. For 70 years, pharmaceutical companies have been playing leapfrog with bacteria: The companies create a new anti-biotic, the bacteria grows resistant to it, the companies produce a new anti-biotic. But now the bacteria is evolving so quickly that pharmaceutical companies no longer see the development of anti-biotics as a good investment. If nothing is done, in 2050 there could be 10 million deaths a year from bacterial infections.

Every one can play a small part in fighting anti-biotic resistant by not using anti-biotics when unnecessary and not supporting companies that use anti-biotics to raise animals."
0,40,3,74,1,0,"In the past, many people did not die from the same issues we have nowadays, lifestyle diseases such as heart disease. This was because people did not live long enough to develop them. Instead, they died from other things such as injuries- being gored by a bull for instance. Then these injuries could develop infections which ultimately were life-threatening.

This changed when penicillin was discovered. With this, people were able to help the infections which led to many fewer people dying from such situations. [there were also a couple statistics here but I can't remember them, I believe they were regarding WWII?]

However, all this is changing nowadays due to antibiotic-resistance. We have been playing a game of leap-frog with bacteria: developing antibiotics to kill certain bacteria, those bacteria developing a resistance, then developing antibiotics to deal with those resistant bacteria, etc. This is a serious issue to the point where an international group has been created to determine the effects of antibiotic resistant bacteria. Hundreds of thousands of people die yearly from this and if we don't curb the problem, we may end up by 2050 dealing with over a million deaths due to this (more than the population of New York City).

It may seem a serious issue but as anyone who has bought a florescent bulb to help curb their effects on climate change know, even a small step can lead to big changes. Something as simple as not giving your child antibiotics for an ear infection if they do not know which antibiotic would be helpful, or promising to not eat any meat/dairy that comes from animals treated with antibiotics can help."
0,40,3,78,1,0,"For years, many people didn't die from Cancer, Diabetes, or other lifestyle diseases because people didn't live long enough to die from these diseases.  Instead, they died young and from events such as an injury from an animal or an injury that occurred from an accident.  Most of the time it was not the injury itself that caused death, but the infection that was created as a result of the injury.  In 1928, Alexander Fleming created penicillin.  Penicillin was used to fight bacterial infections which helped the Allied Forces and save many soldiers lives.  Doctors continued to use penicillin and other bacteria-fighting medicines to treat infections.  However, over the years, many different strains of bacteria have mutated and adapted to current bacteria-fighting medicines.  These strains of bacteria were nicknamed ""superbugs"". Every time a new superbug was formed, a new medicine was created to fight the new bacterial strain.  This back and forth went on for years until pharmaceutical companies no longer found it financially feasible to create these drugs.  Now we find ourselves at the mercy of these ""superbugs"" and these bacteria are slowly causing more and more deaths each year."
0,40,3,76,1,0,"Through history most people didn't die of cancer or any other disease. They died of injuries, shot on a battlefield, crushed in one of the new factories of the industrial revolution and most of the time from infection. In 1928 Antibiotics were discovered by Alexander Fleming. He discovered  penicillin. This drug still used today for bacterial infection. 
People are dying of infections again because of antibiotic resistance.  Bacteria compete against each other for resource, for food by manufacturing lethal compounds that they direct against each other.  When we first made antibiotics we took those compounds into the lap and made our own versions of them and bacteria responded to our attack the way they always had."
0,40,3,80,1,0,"People didn't used to die of lifestyle related diseases like heart attacks or cancer. That was because people never lived long enough for them. Back in the day, people used to die much earlier from things like labor accidents and injuries, which resulted in infections.
There was a breakthrough by Alexander Fleming in 1982, who discovered penicillin, which was the first antibiotic. This saved many people's lives, including 12-15% of soldiers during war, saving them from infections and sepsis. 
However, the age of antibiotics is coming to an end. Bacteria are growing more and more resistant to antibiotics, so much that some pharmaceutical companies deem it pointless to manufacture antibiotics. As a result, deaths from infections are spreading around the world. These bacteria that resist antibiotics are called ""superbugs"", and it has become a huge problem in our world today. If left alone, it's expected that in the next 50 years, number of people equal to the current population of New York City will die every year from infections. 
There are small steps we can take to slow down antibiotic resistance in bacteria. Just like choosing fluorescent light bulbs, we can choose to not use antibiotic for your kid's ear infection. "
0,40,3,81,1,0,"People throughout history did not used to die to many of the diseases that we do today because they often did not live long enough to develop them. They were usually killed by injuries. However, when antibiotics were discovered with penicillin, things changed. Suddenly diseases that meant certain death such as sepsis were cured within a matter of days. This helped save from 12 to 15 percent of the allied forces during world war two. However, the war with diseases is about to end. For years, scientists have fought with bacteria to try and find appropriate antibiotics. However, bacteria has managed to overcome these antibiotics at increasingly quick rates. At the rate it is going, the number of people that will die from infections is going to increase rapidly. We have to take steps now to stop it, such as forgoing unnecessary antibitoics in food."
0,40,3,89,1,0,"We are reaching the point were antibiotics are no longer working on the ""super bugs"" that re resisting the known antibiotics that we have now. If we do not get a handle on the ""super bugs"" then by 2050 10 million people could die from super bugs. We need to take steps no w by not eating fruits and meats that have been injected with anitbiotics."
0,40,3,88,1,0,"In 1928 Alexander Fleming discovered penicillin as an antibiotic used to treat diseases. It was hugely impactful in curing and treating diseases since its discovery. Unfortunately, over the many years of using penicillin and other antibiotics excessively, we have created ""superbugs."" Superbugs are diseases that are resistant to antibiotics, they became that way due to adapting to our treatments, specifically when we use them too much or when they're not really needed. There are many deaths around the world each year due to diseases that resist antibiotics, and that number is only expected to rise in coming years unless we take action to avoid the outcome now."
0,40,3,87,1,0,"Most people historically didn't die of the diseases we think of dangerous, they died of injury and infection. This changed with the introduction of antibiotics during the Second World War, where they saved the lives of many soldiers that otherwise would have died of disease or infection.

Since then we have been living in a golden age of medicine, but one supported by a game of leapfrog between modern medicine and bacteria, where each drug is eventually resisted by evolution in diseases, then countered by new drugs. As more diseases become resistant, drug companies have become less interested in developing new antibiotics, however, and now there are many diseases that are resisted by two drugs with side-effects, or one, or zero.

Many people think of this problem as being restricted to less developed parts of the world, but it's a concern everywhere. In the United States and Europe, 50,000 people a year die to diseases that can no longer be treated, and 700,000 worldwide. (Someone) estimates that if that trend continues, that number will rise to 10 million a year by 2050.

Experience with environmental problems has taught us that we do not need to solve this in one fell swoop, however. Small changes can make a difference. We can consider whether or not we are using the correct drugs responsibly for minor problems like a child's ear infection. We can avoid eating foods like chicken or shrimp that have been raised using an excess of antibiotics. By doing so, we can slow the advance of resistant diseases."
