generation,generation_size,num_times_read,participant_id,read_multiple_versions,replication,response
0,40,1,14,0,0,"People in the past did not live long enough to get sick. They were killed on the battlefield, died from an animal attack or crushed in a factory. That changed when antibiotics were discovered in 1928 and penicillin which is a drug people still use today. Now people are dying because of a rare condition that does not allow their bodies to absorb the antibiotics given to them because of what they are calling superbugs. For a very long time we played around with the appearance and disappearance of bacteria, but it is getting stronger now. These occurrences are not natural and about 50,000 people in the US and Europe die from infections that cannot be helped by drugs. It's similar to peoples reaction to climate change and buying a light bulb and the same feeling of being worried that you're not doing anything to prevent it."
0,40,1,25,0,0,"People used to die from infection without the use of antibiotics, from things such as a goring of an ox, or an injury on a battlefield. But then, in 1928, Fleming discovered antibiotics, and then the routine deaths from simple things could now be remedied after just a few days. We have been overusing these antibiotics by giving them for any infection. Bacteria compete for food sources, and develop resistance. There are around one hundred antibiotics, but only one or two will work for any given infection.They are proving to be ineffective more and more for fighting infections. Soon, people will be dying by the millions because of this resistance. We need to stop giving an antibiotic that will not work to prevent not having any useful antibiotics in the future."
0,40,1,34,0,0,"Way back when, people used to die of many different things, and there was no such thing as antibiotics or other drugs that could kill basic diseases or issues that we have today. A dude created penicillin in the early 1900s, and after it was created, many people were saved from things they may have died from before, including soldiers that were hurt in the war. However, as it continued to grow, more antibiotics were created, and people were given them for anything and everything, and sometimes they didnt even need them. And additionally, companies started to use them in meats and such. So we should actually be really careful about what we use antibiotics for, because it can be making things worse and we can't always use antibitocis if its not the right thing to treat something."
0,40,1,52,0,0,Throughout time people didn't die of cancer or heart disease because they didn't live long enough to get them. These days people are taking antibiotics too much and thats making super bugs. Which can't be treated with medicine. Antibiotic resistance is becoming such a problem that they dont know what to do.
0,40,1,30,0,0,"Years ago people died so young due to infections that they never had the chance to develop things like cancer and other problems that currently cause death. Once antibiotics (mainly penicillin) was developed, this treated infections, but allowed people to live longer and develop these diseases. As the antibiotic movement picked up, the health industry began to leap frog with different conditions. Once one condition was addressed with an antibiotic, another condition was developed. Currently the development of different conditions is snowballing so much that by the year 2050, nearly 10 million people will die a year. We need to start making small changes now in order to reduce the rate of these deaths in the future."
0,40,1,68,0,0,"Before antibiotics were invented, people rarely died of many of the illnesses that plague us today.  Before any of you anti vaxxers get exited, this is do, and only due to the fact that people were not living past the age of 35. The 1st antibiotic that was developed was penicillin.  This development is said to have saved up to 20% of military participants. For a long time we were living under the the safe magical umbrella of antibiotics.  Unfortunately, bacteria, also known as ""Super bugs,"" are becoming resistant to many types of bacteria.  So fast on fact that modern medicine cant keep up.  If we don't  get a hold of this problem, we could be looking at 10,000 deaths per year to do antibiotic resistant bacteria by 2050. Even though it looks like a huge problem to tackle, we can still take the steps needed to begin to tackle the problem.  If we withheld antibiotics in situations where an infection could clear up o  its own, or they aren't needed at all.  We could all promise each other not to buy animal products from animals routinely given antibiotics."
0,40,1,47,0,0,"For 70 years we have won the battle against infections because we had antibiotics that worked to kill them but today, there are antibiotic resistant infections for which we have one or two drugs that will work (with side effects) or one or in many cases none. Pharma companies quit trying to keep fighting and making drugs to fight these bacteria because the bacteria keeps changing and the drugs that once worked no longer work. In the US/Europe 50000 people die each year from antibiotic resistant infections and around 700000 year world wide. By 2050, if things don't change, the number will likely increase to 10 million a year. There are things we could do to delay or halt this. If we stop prescribing antibiotics every time a kid gets an ear infection and stop  eating meat from animals treated with antibiotics, this would slow this down or stop it. "
0,40,1,50,0,0,"In prior periods of history, diseases that we currently die from such as cancer did highly contribute to deaths. This is because people did not live long enough to contract these illnesses. They died by being gored by an ox, shot in war, or from injuries during the Industrial revolution. Mostly, they died of infection developed from these things. 

Alexander discovered penicillin in 1823 (?) which used the toxins that bacteria create against themselves. However, bacteria are able to adapt to antibiotics, so a leap frog system takes place. We are now incapable of keeping track of the speed with which bacteria can adapt. Pharmaceutical companies no longer feel it is worth the expense to create drugs that won't work. For any illness, maybe 2-3 or even only 1 will work. 

By 2050, if this problem is not solved, 10 million deaths a year (the population of NYC), will occur because of resistance to antibiotics or ""superbugs"". Although this obstacle seems insurmountable, we can do little things to help. We can refuse to purchase shrimp, fish or fruits raised with antibiotics. We can also forgo antibiotics when our child has an ear infection. "
0,40,1,46,0,0,"People used to die from infections because there were no antibiotics at that time. When antibiotics were created people were getting better and recovering within several days. During World War 2 antibiotics helped with pneumonia and other infections. But now there are so many different infections (""superbugs"") that are resistant to antibiotics that pharmaceutical companies decided not to create new antibiotics and just treat people with existing antibiotics and hope at least one of them would help. Right now 700k people die from infections every year BUT death toll could get to 10 million people by 2050 if we don't do anything about this problem. We could stop buying chicken or other products that were treated with antibiotics."
0,40,1,55,0,0,Long ago people were dying from infections. Then antibiotics were invented.  Alexander Fleming found the drug penicillin and save thousands of people lives. Over many years of using many different antibiotics a resistance to these bug built up. Now we have drugs for infections that are not effective at all.  These super bugs have built a strong resistance against newly invented drugs for infections because we have overused antibiotics. We need to education people not to use antibiotics for every little  thing and stop buying meat and product that are injected with antibiotics and maybe we can reverse this trend.
0,40,1,44,0,0,"Long ago people didn't die of the illnesses people die of today. That was mainly because people died from other things before they could develop these diseases like Cancer. Now in todays world we have anti-bitotics to help fight illnesses but as people use them, the bacteria the anti-biotic is supposed to fight mutates and becomes stronger and immune to anti-biotics. Out of 100 anti-biotics, 2 might work. Soon we may live in a world where no anti-biotics work."
0,40,1,59,0,0,"When penicillin was discovered by Alexander Fleming, before WWII, many people died from infection. It could be from anything, such as being gored by a bull, or shot in war, or in an accident in a factory. Penicillin saved many, many lives upon its inception, and has kept saving lives over the years. But recently, a new turn of events has taken place. The bacteria that we attack with antibiotics develops resistance over time. This has caused what we call superbugs to come into existence. These bacteria can't be destroyed with the usual array of antibiotics. By 2050 many millions of deaths could be caused by these superbugs. You might think it's as useless as buying a flourescent light bulb to fight climate change, but being careful about antibiotic use at the personal level can make a difference. Talk to your doctor about alternatives to antibiotics. Don't buy meat that has been fed antibiotics over the course of its life. "
0,40,1,62,0,0,"Back in the day people never died to the diseases that they do today since they didn't live long enough to get them.  They died due to injuries like being attacked by an ox or shot in the battlefield and died of the infections.  This all changed when we discovered penicillin. This is a drug that stops infections from being deadly and saved 15% of allied forces during World War II.  This is all changing again though with the rise of ""superbugs"" These are new infections that our antibiotics have no affect on. For the last 70 years we lived in the golden era of medicine but that could all be changing. Companies no longer are producing new drugs to fight all the new strans of infections due to how fast they are developing.  If we don't do something soon it is estimated over 10 million people will die to these new superbugs a year by 2025.  We can do small things like not give kids antibiotic medicine unless we know it is what they need or eat foods that aren't pumped full of antibiotics already."
0,40,1,66,0,0,"Before Fleming developed antibiotics, people routinely died of injuries and the infections that followed them. Now antibiotics are becoming ineffective because bacteria are evolving to resist them so quickly that pharmaceutical companies have decided developing new antibiotics is not on their best interest. Avoiding chicken and shrimp and not using an antibiotic for your child's ear infection if you aren't sure it's the right one can delay the arrival of a post-antibiotic world."
0,40,1,69,0,0,During World War 2 there were a lot of infections that were being treated with penicillin.  The more the antibiotic had been used the more people bodies had become susceptible to it. Now there is bacteria that is not able to be cured by the antibiotic and thousands of people are starting to die from it each year. If we changed how we used antibiotics maybe we can build our bodies up to being able to fight off infections with it. Also making sure our food had not been treated by antibiotics will also help us. 
0,40,1,65,0,0,"In the western world today, people die from lifestyle illnesses such as cancer and heart disease. This did not happen back in the old days because people didn't live long enough to die from these illnesses. They died of small infections, war, and accidents. This all changed in 1928 when antibiotics were developed. All of a sudden, infections weren't a death sentence and people lived longer lives. But in the 70+ years since, scientists have discovered that drug resistance bacteria is becoming more prevalent and antibiotics are no longer working as they should. Drug resistance bacteria is the cause of 50 thousands deaths annually in the US when there was no drug that could treat the infection. Scientists predict that this number will grow higher and higher as the years go by, even reaching up to 10 million annually worldwide"
0,40,1,74,0,0,"The number of people dying from cancers and other diseases is much higher than in the past. This is due to the fact that life expectancy has increased. In the past, people didn't live long enough to develop these diseases. Most people dies in factories and injuries following them or infections. This changed when antibiotics were first introduced ion 1938 by Alexander Flemming. We still use these medicines to treat bacterial infection. However, due to rampant use, these bacteria are developing resistance. These are called 'Super bugs'. Every year around 100 thousand people die from these diseases around the world, almost same as new York city's population. We are approaching [post antibiotic resistance era. Despite having more than 100 antibiotics in market today, there are diseases which can only be treated with one or two antibiotics with side effects or none "
0,40,1,72,0,0,"Today, the most common causes of death are due to heart disease and other lifestyle choices.  However, about a century ago this was not the case.  Back then, people did not live as long as they do today so they did not develop these diseases.  Instead, many of them died from injuries or infections.  This changed once antibiotics were discovered.  Mechanisms used by bacteria to kill other bacteria cells for survival were used to our advantage.  However, over time more and more bacteria began to develop resistance to the antibiotics we used.  Today, there are infections for which only a few or none of the antibiotics we have can cure because of bacteria resistance.  Tens of thousands of deaths occur each year from these, and this number is projected to grown significantly in the coming decades."
0,40,1,75,0,0,"Antibiotics were discovered in 1928, penicillin. The drug treated pneumonia and sepsis and saved many Allied Forces. There is a slow developing epidemic of resistant bacteria forming. For the past 70 years, we have been fighting a losing battle against bacterial infections. It has gotten to the point where pharmaceutical companies have decided to stop making antibiotics since it is no longer in their best interest. Around 50 thousand people a year die from infections which drugs cannot help. At this rate, by the year 2050, we would reach 10 million deaths a year worldwide."
0,40,1,78,0,0,"Historically, people did not die from diseases such as cancer because the average lifespan was shortened by more less natural causes such as war and infection.  But when penicillin was created, it led the way for people to live longer.  But as diseases were becoming the leader in the cause of death, constant research into antibiotics became more necessary as the bacteria became resistant to the drugs, and so more drugs had to be made with a vicious cycle.  In fact, companies are no longer researching methods to cure these so-called superbugs.  Every year, 700,000 deaths are caused by diseases that cannot be cured and by 2050, that number will match the current population of New York City.
But, just like buying a flourescent or LED lightbulb, we can each do our own small part to help this crisis by making sure that food we eat isn't full of antibiotics, or make sure that the antibiotics we take medicinally is the best choice."
0,40,1,81,0,0,"People are dying of heart disease and other diseases that people in the past did not die of because they didn't live to old enough to die of these things. Small infections would kill tons of people on the battlefield or in general. Antibiotics are a miracle drug that saved the lives of 15% of the allied forces during WW1. These drugs extended our lifespan as people, but this won't be the case going forward. Viruses are building a resistance to antibiotics, to the point where in some instances there are only 1 or 2 antibiotics available to treat a given symptom without a significant side effect. We will have to be selective in which antibiotics we use going forward and should choose to avoid food that was raised on antibiotics (chicken, etc.)"
0,40,1,97,0,0,"In earlier days, people did not die of cancer, they did not live long enough to. Instead they died of injuries and the resulting infections. Once antibiotics were discovered that changed. Penicillin saved and prolonged many lives.

Drug resistant bacteria, an inevitable result, have developed to the point of being a serious problem. Bacteria develop resistance rapidly.

We need to take measures to reduce antibiotic usage.

"
0,40,1,82,0,0,"The risk of death from infection is on the rise, because of super-bugs that are resistant to antibiotics.  For the past 70 years, we have used antibiotics to fight infection, but now these bugs have become resistant to antibiotics.  They have grown used to them and now about 70,000 people die worldwide from antibiotic resistant infections.  If people would forego giving their children antibiotics for ear infections and other ailments, the spread of super-bugs would decrease."
0,40,1,93,0,0,"People dying from cancer and heart disease was not common long ago because they died before they had a chance to develop them. This was partly due from them getting infections that couldn't be cured. After Alexander Fleming discovered Penicilin in 1928, antibiotics became popular and people started living longer. In today's society, we have developed a resistance to antibiotics due to overuse of them. It is anticipated that many people will die from superbugs and infections that won't respond to antibiotics. It is important to take small steps now to avoid that from happening. "
0,40,1,87,0,0,"Years ago, people didn't die of cancer of diseases, as they do today. They would die from being injured, which would lead to infections. Infections would be the main cause of deaths during historical times. Then, penicillin was invented, which lead to saving many lives, including those in the military. 
So, for many years, many people have been saved from death due to antibiotics. We took compounds to the lab and developed them so they would fight bacteria. However, now there are super germs, which have become resistant to antibiotics. People are becoming sick and will die due to not having an antibiotic that will fight the germs. Many pharmaceutical companies aren't focused on further developing an antibiotic that will cure this issue. 
We have to become concerned for our future generations, as if this issue with antibiotics isn't remedied, there will be millions of deaths by 2050 from diseases that an antibiotic can't cure. For those that are concerned about germs resistant to antibiotics, they should take steps to not get an antibiotic for an ear infection treatment, unless they are sure it will work. Don't take an antibiotic unless deemed necessary, as we have built up tolerances to it, as have the super germs. "
0,40,1,95,0,0,"People are dying of infections again because of a phenomenon called antibiotic resistance,or popularly referred to as superbugs bacteria comprtr against each other for resources, for food ,by  manufacturing lethal compounds that they direct against each other.                                 "
0,40,1,94,0,0,"Throughout history, most people didn't die from things like cancer or heart disease, the diseases common to the Western world today. This is because in the past they didn't live long enough to develop those diseases. They would die of injury or infection instead -- getting gored by an ox, shot in a battle or crushed in a factory. Most of the time these things lead to infection.

This changed when we discovered antibiotics. Mr. Flemming discovered penicillin, a drug still used to fight bacteria. Infections that had been a death sentences became easily taken care of in a matter of days. During World War II, it was used to treat pneumonia and sepsis and may have saved as much as 15% of the allied forces. Unfortunately we are coming to the end of the age where things like penicillin will be saving us.

People are starting to die again because of antibiotic resistance A.K.A. superbugs. Bacteria create lethal compounds to kill each other when they compete for resources and we took those compounds and engineered them for our own devices. For 70 years we played a game with these bacteria of make a new antibiotic and they start to resist it, but now we're running out of antibiotics. They develop resistances so fast that it's not in our best interest to keep making antibiotics. If this  continues we could see annual deaths of 10 million a year by 2050. As of right now between just the US and Europe, 50 thousand people die a year and worldwide its around 700 thousand.

The sheer magnitude of antibiotic resistance seems very scary, but if you've tried to do small things to help the environment then you understand what it's like to take baby steps. We can do something similar with antibiotics as well. Simple things like making sure not to buy animal products grown on regular antibiotic treatments or deciding against using an antibiotic when we don't know if it'll work for a simple thing like an ear infection are things that can help. At the very least this would slow down the coming world of antibiotic resistant bacteria becoming unstoppable."
